UC,ID,source_content,target_content,label
22.txt,42.txt,"Show Reservations 
Allows a patient of view 
                The list of reservation profits 
                using the appropriate locations 
                displaced of the outpatient 
                He has an interest in access to the 
                their reservations profits 
`The patient has been recognized by 
                system 
                (See UcAccTB) 
The patient obtains 
                Display the list of its 
                Reservations 
The patient activates the execution of 
                service displaying the 
                their reservations 
1 Access to the database and 
     retrieves information 
     on the reservation
     Patient information useful 
2 View the list of 
     bookings 
     the patient in order 
     chronological 
Patient decides to print the list 
reservations 
   2 1 Start printing the list of 
          Reservations 
   2 2 generates the report and sends it to 
          Printer 
   2 1 for each reservation lists the date 
          time type of access and why 
          visit","reservation for a visit after initial 
     The service was launched following the express request 
by the actor The Operator logs on to form 
Patient's main section (for instance GUIPaziente) and there 
check the function of reservation a visit next 
The first control and then passes to the instance of 
GUIPazienteHandler which delegates to the instance of 
GUIPrenotaVisitaHandler the task of managing the service 
     
     Choosing the type of visit 
     
     The application of class GUIPrenotaVisitaHandler displays the 
mask on the reservation to visit the 
Patient must be subject (for instance GUIPrenotaVisita) On this 
Operator select the form and confirms the type of access and 
control returns to the instance of which GUIPrenotaVisitaHandler 
delegating the task to insert a new one application 
of PrenotazioniManager 
     
     Creating the new reservation 
     
      The application of class through the application PrenotazioniManager 
reservation creates a new reservation, at this point 
The body of Reservation shall verify the validity of 
reservation or check that the new reservation respects 
the sequence of reservation valid If the 
Reservations is a valid reservation shall notify the 
success of the creation of a reservation 
backward up to the instance of GUIPrenotaVisitaHandler 

     Finding data available 
     
     The application of the proxy class GUIPrenotaVisitaHandler 
to the instance of PrenotazioniManager task of finding the first 
date available when the visit can ""keep this date is 
GUIPrenotaVisitaHandler given to the instance of which shall 
to display it on form 
reservation a visit (for instance GUIPrenotaVisita) 
The Operator confirmed the date proposed by the system and control 
is returned to the instance of GUIPrenotaVisitaHandler 
     
     
     
     
     
     
     
     
     Saving Reservation 
     
     The application of class GUIPrenotaVisitaHandler at this point 
proceed to store the reservation by delegating this 
PrenotazioniManager task to the instance of this application 
through the application for reservation shall saving 
data on the reservation Once this 
operation control passes to the instance of 
GUIPrenotaVisitaHandler which in turn deals with 
notify success by viewing 
a special message on the screen on the reservation 
a visit (for instance GUIPrenotaVisita) 
     This feature is was described by the collaboration 
diagram of Fig 3 17 Also because? the book a 
Outpatient service is `the heart of it 
`is thought to comment on that functionality with un'activity diagram 
(Fig 3 18) in order to make more clear the iterations 
that we are among the players and the system itself",0
22.txt,34.txt,"Show Reservations 
Allows a patient of view 
                The list of reservation profits 
                using the appropriate locations 
                displaced of the outpatient 
                He has an interest in access to the 
                their reservations profits 
`The patient has been recognized by 
                system 
                (See UcAccTB) 
The patient obtains 
                Display the list of its 
                Reservations 
The patient activates the execution of 
                service displaying the 
                their reservations 
1 Access to the database and 
     retrieves information 
     on the reservation
     Patient information useful 
2 View the list of 
     bookings 
     the patient in order 
     chronological 
Patient decides to print the list 
reservations 
   2 1 Start printing the list of 
          Reservations 
   2 2 generates the report and sends it to 
          Printer 
   2 1 for each reservation lists the date 
          time type of access and why 
          visit","Changing anagrafica laboratory 
     The service was launched following the express request 
by the actor The Operator logs on to form 
main (for instance GUIPrincipale) and there select the function 
The laboratories certified management control then 
GUIPrincipaleHandler to the instance of the delegation which application 
GUIAnagraficaLaboratorioHandler to the task of providing the 
The service first step is to obtain a list of all 
Laboratories therefore control passes to the instance of 
LaboratorioManager through which instances of Laboratory 
retrieves the list and return it backward up the application 
of GUIAnagraficaLaboratorioHandler Now that object 
shall display the list of laboratories received 
the mask on the management of database 
laboratories (for instance GUIAnagraficaLaboratorio) The Operator 
Select from the laboratory to change the active 
Review the register function of the laboratory and 
control passes to the instance of the GUIAnagraficaLaboratorioHandler 
which delegates the task to collect data on the 
laboratory selected to the instance of LaboratorioManager 
The latter by the Laboratory of application shall 
recovery of supplying such data to the instance of 
GUIAnagraficaLaboratorioHandler which in turn is responsible for 
Their view on the mask GUIAnagraficaLaboratorio 
     At this point, the operator confirms the changes made and 
control passes to the instance of GUIAnagraficaLaboratorioHandler 
The delegation which is to store the data in the laboratory 
considered the application of LaboratorioManager latter through 
The body of laboratory provides data to the rescue 
altered passes control to the instance of 
GUIAnagraficaLaboratorioHandler which in turn deals with 
notify success by viewing 
a special message on the screen on the management 
the register of laboratories (for instance 
GUIAnagraficaLaboratorio) This feature has been described ` 
through collaboration diagram of Fig 3 5",0
19.txt,45.txt,"Access section patient 
It allows access to this patient 
                 by enabling the operator to 
                 meet one or more Requests received 
                 by Patient 
                 The Operator's interest to access the section of
                 the patient in order to 
                 enslave the requests received from 
                 Patient 
The Operator has been recognized by ` 
                 System (See UcValOp) 
The system denies access to 
                 section patient 
                 Success: The operator gets access 
                 section and enabled the patient to 
                 meet the requests received from 
                 Patient 
The operator activates the execution of 
                 service access to section patient 
Includes 1 (valid patient) 
2 View mask of
     section patient 
Operator cancels the operation 
access to patient session 
  3 1 ends the use case with failure","Patient Login Scenario validation run 
     The service was launched following the express request 
by the Patient The actor Patient access to the screen 
on the management of the system (for instance 
GUISfondo) Control then goes to the instance of 
GUISfondoHandler which delegates to the instance of GUILoginHandler 
the task of managing the service The first step to take 
is to enter the Hospital Patient Card and PIN and then 
Patient is presented to the same page for the acquisition 
such data (for instance GUILogin) The patient data sets and 
confirms the insertion, and the scrutiny goes back to the application 
GUILoginHandler of derogating the validation of the application 
HospitalCardManager latter deals to validate the information 
entered the patient through the application of the outcome Hospital Card 
is notified of the positive backward up 
GUILoginHandler the application of which requires the application of 
Allow GUIPrincipaleHandler of access to patient 
applicant and then to arrange for display 
main form (for instance GUIPrincipale) This feature 
it was described by the sequence diagram of Fig 3 7",0
4.txt,37.txt,"Inserting anagrafica doctor 
It allows the operator to input 
                the anagrafica of a doctor who works 
                at the outpatient 
                The Operator is responsible to 
                input of doctor anagrafica
                in the S I O 
The Operator has been recognized by ` 
                System (See UcValOp) and has 
                all the data that characterize 
                the doctor anagrafica
The data in the S I O 
                not be modified 
                Success: The doctor anagrafica is 
                correctly inserted in the 
                I S O 
The operator activates the execution of 
                input service of the 
                doctor anagrafica
1 View the mask 
     for input of 
     needed information 
2 Inserts data of doctor anagrafica
3 Confirm input
4 Verify the data insert by operator
5 Stores data 
6 Notify that the operation 
     is finished with 
     success 
Data entered invalid 
   4 1 Display a message showing the 
          data deemed invalid 
   4 2 take back running from point 1 
          underpinned the fields of the form with data 
          insert by operator
Operator cancels operation 
3 1 ends the execution of use case with 
          failure 
   2 1 The age of a physician is `characterized by 
          following data: name surname sex code 
          Tax date of birth place of birth 
          province of birth place of address 
          home province of residence address ZIP code 
          telephone specialization year 
          certification and additional notes 
          NB: In italics are highlighted data 
          Optional whose inclusion does not affect 
          on the correct completion of the operation","input examination 
     The service was launched following the express request 
by the actor The Operator logs on to form 
on the management of visits (for instance GUIVisita) 
Select from a visit to add a assessment and 
activates the function of inserting a new examination Control 
then to the instance of GUIVisitaHandler which delegates 
GUIEsameHandler to the instance of the task of providing the service 
The first step is to find information on the 
visit that the operator has selected therefore control passes 
The application of VisiteManager through the application 
Visit the retrieves information on the visit 
selected and passes control to the instance of that EsamiManager 
through the examination of bodies found a list containing the 
information relating to the examinations visit The list is 
GUIVisitaHandler returned to the instance of receiving the 
control and ensure display of the visit and 
examinations on the mask on the management of examinations 
(instance of GUIEsami) 
     The operator inserts the data further examination and confirmation 
the inclusion of the same at this point the control switches 
GUIEsamiHandler to the instance of the delegation which is to 
enter a new examination of the application latter EsameManager 
through the application for review to ensure the inclusion and 
Saving data for further examination and passes control 
to the instance of GUIEsameHandler which in turn deals with 
notify success by viewing 
a special message in the mask on the management 
examinations (for instance GUIEsame) This feature is was 
described by the collaboration diagrams of Fig 3 22",0
25.txt,43.txt,"Validation patient 
He works to perform the functions 
                necessary to authenticate an 
                patient 
                it's Interest to log on to 
                see your information 
The patient must be in possession of 
                Hospital Card 
The patient is not recognized ` 
                system 
                Success: The patient is recognized by ` 
                system and access to its section 
Patient access to Box Tower 
1 View the mask 
     for the operation 
     login 
2 input the code 
                               Hospital Card and the code 
                               PIN 
3 Confirm validation 
4 Verify that the couple 
     (Hospital Card PIN) 
     identifies a patient 
     within S I O 
Patient cancels function 
validation 
   3 1 ends the execution of use case with 
          failure 
Validation Failed 
   4 1 Show appropriate message 
   4 2 Reinserts running from 1 step","Slipping on a visit to a later date 
     The service was launched following the express request 
by the actor The Operator logs on to form 
section on the patient (for instance GUIPaziente) and there 
check the function of change reservation Control 
then to the instance of GUIPazienteHandler which delegates 
GUIPrenotaVisitaHandler to the instance of the task of managing the 
service 
     
     Uploading reservations 
     
     The request for the matter to the instance of GUIPrenotaVisitaHandler 
GUISelezionaPrenotazioniHandler is to obtain a list of 
all reservations made by the patient This object passes 
monitoring the application of which PrenotazioniManager 
through instances of reservation shall finding 
that list and return to the instance of 
GUISelezionaPrenotazioniHandler which in turn shall 
visualization of data obtained on the mask (application 
of GUISelezionaPrenotazioni) 
     
     Selecting the reservation to be change
     
     The operator selects from the list reservation 
to edit and control is passed backward up 
GUIPrenotaVisitaHandler to the instance of the delegation as the panel 
PrenotazioniManager to the task of transferring all 
information on the reservation selected The request for 
PrenotazioniManager through the application of Reservation perform 
this task, and returns to the instance of data obtained 
GUIPrenotaVisita which in turn shall give 
displaying on the screen on the management 
reservations (for instance GUIPrenotaVisita) 

     Request new date 
     
      The operator requires a new date when the visit can "" 
keep and control passes to the instance of 
GUIPrenotaVisitaHandler which obtained the next day 
available by the appropriate body to ensure PrenotazioniManager 
Viewing it in the mask on 
management of reservations (for instance GUIPrenotaVisita) 
The Operator confirmed the date proposed by the system and control 
is returned to the instance of GUIPrenotaVisitaHandler 
     
     Saving Reservation 
     
     The application of class GUIPrenotaVisitaHandler at this point 
proceeds for the reservation by delegating this 
task to the instance of this PrenotazioniManager 
through the application for reservation shall begin to 
validate the reservation and only if so rescue 
data on the reservation Once this 
operation control is returned backward to 
GUIPrenotaVisitaHandler get to the instance of which shall 
to report success with a message 
mask on the management of reservations (for instance 
GUIPrenotaVisita) 
This feature is was described by the collaboration 
diagram of Fig 3 19",0
26.txt,46.txt,"Report reservations 
It allows the operator to have a 
                 report on reservation
                 The Operator's interest to have a 
                 report of reservation done 
The Operator has been recognized by ` 
                 System (See UcValOp) 
The operator activates the execution of 
                 service report reservation 
1 View the mask 
     for viewing of the report of reservation
2 Select the 
             time gap 
3 Select the type of 
                                Information summary 
4 Confirm selection 
5 Access to the database and 
     found in the 
     training required 
6 View 
     information obtained 
Operator decides to print 
information 
   6 1 Start printing information 
          displayed 
   6 2 generates the report and sends it to 
          Printer 
Operator cancels the operation 
   4 1 ends the use case with failure 
   3 1 An operator can ""access the following 
          summary information: 
          for a particular patient you want 
             know the sequence of bookings 
             in a given period or throughout the period 
             where it was in contact with the clinic 
             specifying the dates of appointments and 
             the types of visit; 
          for a specific date you want 
          a list of all reservations 
          made","Login failed validation patient Scenario 
     The service was launched following the explicit request 
by the Patient The actor Patient access to the screen 
on the management of the system (for instance 
GUISfondo) Control then goes to the instance of 
GUISfondoHandler which delegates to the instance of GUILoginHandler 
the task of managing the service The first step to take 
is to enter the Hospital Patient Card and PIN and then 
Patient is presented to the same page for the acquisition 
such data (for instance GUILogin) The tax Patient data 
and confirms the inclusion, control passes again 
to the instance of GUILoginHandler derogating validation 
HospitalCardManager to the instance of the latter deals 
validate the data iserted by the patient through the panel 
The hospital Card unsuccessful operation is notified 
backward up to the instance of which shall GUILoginHandler 
to display an error message on 
form of access (for instance GUILogin) This feature is ` 
been described by the sequence diagram of Fig 3 8",0
8.txt,36.txt,"Record visit 
It allows the operator to record a 
                 visit held in outpatient
                 The Operator has an interest in a record 
                 visit held in outpatient
The Operator has been recognized by ` 
                 System (See UcValOp) and the Operator has 
                 received the data of for visit 
The Clinic of Folder 
                 Patient who was subjected to `visit 
                 is not changed 
                 Success: All information is 
                 stored in the folder 
                 Patient Clinic 
The operator activates the execution of 
                 registration service of a visit 
1 View the mask 
     to record of the visit

2 inputs the neccesary data of
                                the registration of 
                                visit 
3 Confirm input
4 Verify the data insert
     by operator
5 Stores data 
6 Notify the operator 
     that the operation was  
     concluded successfully 
Input Data about to a new examination 
   6 1 Inserting new examination 
              The Operator's interest to input data 
              an examination of the visit concerned 
              Inserting examination 
   6 2 Back on 6 point
Invalid data set 
   4 1 Show an appropriate message 
   4 2 take back running from 1 
          underpinned the fields of the form with data 
          insert by user
Operator cancels the operation 
Registration 
   3 1 ends the use case with failure 
   4 1 The data required for registration of 
          visit are: the date the name of the doctor who 
          carried out the survey the reason for the visit 
          illnesses accused by the patient history 
          made by medical diagnosis tests 
          prescribed therapy prescribed (indicating 
          Medicines and time of recruitment) and 'necessary 
          Furthermore, the inclusion of possible values 
          instrumental observations made during the visit 
          (eg heart beat the pressure 
          n number of blood found dioptres etc) 
          For biological testing and / or instrumental is ` 
          must enter information on the 
          laboratory that has made them the values of 
          results of each examination and evaluation 
          diagnosis made by medical","Record visit 

     This feature is has been described by 
collaboration diagrams of Fig 3 21 the main scenario: the 
service is started following the explicit request 
The actor part of the operator access to the mask 
main (for instance GUIPrincipale) and there select the function 
The management visits then passes control to the instance of 
GUIPrincipaleHandler which delegates to the instance of 
GUIVisitaHandler the task of providing the service The first step 
is to obtain a list of all visits 
in outpatient therefore control passes to the instance of 
VisiteManager Through an iterative process are the goods 
retrieval of all visits and every step is made in 
as follows: the panel found through VisiteManager 
The body of data on visits to a visit and 
then passes control to the instance of that EsamiManager 
provides through instances of Examination for finding all 
examinations on the same visit This list is passed 
GUIVisitaHandler to the instance of which shall display 
the visits made on the mask on the 
management visits (for instance GUIVisite) The Operator 
select the function visiting placement insert data 
Visit the new and confirms control passes to the application 
GUIVisiteHandler of the delegation which is to enter the 
new visit to the instance of VisiteManager latter through 
Visit the panel and ensure the inclusion of rescue 
data on a new tour and return control application 
GUIVisitaHandler of which in turn is responsible to notify 
success by viewing a 
message in the form of management 
visits (for instance GUIVisita)",1
28.txt,39.txt,"Report examinations 
It allows the operator to have a 
                 report on tests carried out in 
                 reference to visits made in 
                 outpatient 
                 The Operator's interest to have a 
                 report of tests carried out 
The Operator has been recognized by ` 
                 System (See UcValOp) 
The operator activates the execution of 
                 reporting service examinations 
1 View the mask 
     for viewing 
     the reporting of 
     exams 
2 Select the 
                                storm 
3 Confirm your selection 
4 Access to the database and 
     found in the 
     training required 
5 View 
     information obtained 
Operator decides to print 
information 
   5 1 Start printing information 
          displayed 
   5 2 generates the report and sends it to 
          Printer 
Operator cancels the operation 
   3 1 ends the use case with failure 
   2 1 The system displays a list of exams 
          indicating the date prescribed prescription 
          completion date patient medical 
          prescriber diagnosis and laboratory where 
          The examination was carried out is","Access section patient failed (by code 
     Hospital Card) 
     The service was launched following the explicit request 
by the actor The Operator logs on to form 
on the management section of the patient (body 
of GUILoginPaziente) insert the code from the Hospital Card 
Patient who has made a request and select the function 
validation control then the application of 
GUILoginPazienteHandler which delegates to the instance of 
HospitalCardManager the task of managing the service 
The latter is responsible for validating the data entered by 
through the application of the Hospital Card fails 
the transaction is notified backward up to the instance of 
GUILoginPazienteHandler which shall display 
an error message on screen access (application 
of GUILoginPaziente) This feature has been described by ` 
The sequence diagram of Fig 3 14",0
25.txt,36.txt,"Validation patient 
He works to perform the functions 
                necessary to authenticate an 
                patient 
                it's Interest to log on to 
                see your information 
The patient must be in possession of 
                Hospital Card 
The patient is not recognized ` 
                system 
                Success: The patient is recognized by ` 
                system and access to its section 
Patient access to Box Tower 
1 View the mask 
     for the operation 
     login 
2 input the code 
                               Hospital Card and the code 
                               PIN 
3 Confirm validation 
4 Verify that the couple 
     (Hospital Card PIN) 
     identifies a patient 
     within S I O 
Patient cancels function 
validation 
   3 1 ends the execution of use case with 
          failure 
Validation Failed 
   4 1 Show appropriate message 
   4 2 Reinserts running from 1 step","Record visit 

     This feature is has been described by 
collaboration diagrams of Fig 3 21 the main scenario: the 
service is started following the explicit request 
The actor part of the operator access to the mask 
main (for instance GUIPrincipale) and there select the function 
The management visits then passes control to the instance of 
GUIPrincipaleHandler which delegates to the instance of 
GUIVisitaHandler the task of providing the service The first step 
is to obtain a list of all visits 
in outpatient therefore control passes to the instance of 
VisiteManager Through an iterative process are the goods 
retrieval of all visits and every step is made in 
as follows: the panel found through VisiteManager 
The body of data on visits to a visit and 
then passes control to the instance of that EsamiManager 
provides through instances of Examination for finding all 
examinations on the same visit This list is passed 
GUIVisitaHandler to the instance of which shall display 
the visits made on the mask on the 
management visits (for instance GUIVisite) The Operator 
select the function visiting placement insert data 
Visit the new and confirms control passes to the application 
GUIVisiteHandler of the delegation which is to enter the 
new visit to the instance of VisiteManager latter through 
Visit the panel and ensure the inclusion of rescue 
data on a new tour and return control application 
GUIVisitaHandler of which in turn is responsible to notify 
success by viewing a 
message in the form of management 
visits (for instance GUIVisita)",0
12.txt,43.txt,"Changing examination 
It allows the operator to change a 
                 examination  previously recorded 
                 The Operator has an interest in change 
                 examination  previously recorded 
The Operator has been recognized by ` 
                 System (See UcValOp) examination is 
                 registered in the S I O and 
                 The Operator has received the results of 
                 to be change
The Clinic of Folder 
                 Patient who has undergone ` 
                 is not changed 
                 Success: Information on examination 
                 to be updated within 
                 of the patient's Clinic Folder
The operator activates the execution of 
                 service to modify an examination 
1 View a list of 
     tests carried out in 
     chronological order 
2 Select the examination by 
                                change 
3 Confirm your selection 
4 View the mask 
     for the modification of a 
     examination 
5 Change of data 
6 Confirm Changes 
7 Verify the data inserted
     by operator
Remember the 8 
     updates 
Communicate to the operator 9 
     that the operation was ` 
     concluded successfully 
Invalid data set 
   7 1 Show an appropriate message 
   7 2 take back running from 4 
          underpinned the fields of the form with data 
          inserted by operator 
Operator cancels the operation 
Review 
  3 1 ends the use case with failure 
   6 1 
   4 1 The data required for registration of a 
          consideration are: the type of examination 
          information relating to the laboratory where they 
          made the values of the results and 
          diagnostic evaluation made by the doctor","Slipping on a visit to a later date 
     The service was launched following the express request 
by the actor The Operator logs on to form 
section on the patient (for instance GUIPaziente) and there 
check the function of change reservation Control 
then to the instance of GUIPazienteHandler which delegates 
GUIPrenotaVisitaHandler to the instance of the task of managing the 
service 
     
     Uploading reservations 
     
     The request for the matter to the instance of GUIPrenotaVisitaHandler 
GUISelezionaPrenotazioniHandler is to obtain a list of 
all reservations made by the patient This object passes 
monitoring the application of which PrenotazioniManager 
through instances of reservation shall finding 
that list and return to the instance of 
GUISelezionaPrenotazioniHandler which in turn shall 
visualization of data obtained on the mask (application 
of GUISelezionaPrenotazioni) 
     
     Selecting the reservation to be change
     
     The operator selects from the list reservation 
to edit and control is passed backward up 
GUIPrenotaVisitaHandler to the instance of the delegation as the panel 
PrenotazioniManager to the task of transferring all 
information on the reservation selected The request for 
PrenotazioniManager through the application of Reservation perform 
this task, and returns to the instance of data obtained 
GUIPrenotaVisita which in turn shall give 
displaying on the screen on the management 
reservations (for instance GUIPrenotaVisita) 

     Request new date 
     
      The operator requires a new date when the visit can "" 
keep and control passes to the instance of 
GUIPrenotaVisitaHandler which obtained the next day 
available by the appropriate body to ensure PrenotazioniManager 
Viewing it in the mask on 
management of reservations (for instance GUIPrenotaVisita) 
The Operator confirmed the date proposed by the system and control 
is returned to the instance of GUIPrenotaVisitaHandler 
     
     Saving Reservation 
     
     The application of class GUIPrenotaVisitaHandler at this point 
proceeds for the reservation by delegating this 
task to the instance of this PrenotazioniManager 
through the application for reservation shall begin to 
validate the reservation and only if so rescue 
data on the reservation Once this 
operation control is returned backward to 
GUIPrenotaVisitaHandler get to the instance of which shall 
to report success with a message 
mask on the management of reservations (for instance 
GUIPrenotaVisita) 
This feature is was described by the collaboration 
diagram of Fig 3 19",0
19.txt,34.txt,"Access section patient 
It allows access to this patient 
                 by enabling the operator to 
                 meet one or more Requests received 
                 by Patient 
                 The Operator's interest to access the section of
                 the patient in order to 
                 enslave the requests received from 
                 Patient 
The Operator has been recognized by ` 
                 System (See UcValOp) 
The system denies access to 
                 section patient 
                 Success: The operator gets access 
                 section and enabled the patient to 
                 meet the requests received from 
                 Patient 
The operator activates the execution of 
                 service access to section patient 
Includes 1 (valid patient) 
2 View mask of
     section patient 
Operator cancels the operation 
access to patient session 
  3 1 ends the use case with failure","Changing anagrafica laboratory 
     The service was launched following the express request 
by the actor The Operator logs on to form 
main (for instance GUIPrincipale) and there select the function 
The laboratories certified management control then 
GUIPrincipaleHandler to the instance of the delegation which application 
GUIAnagraficaLaboratorioHandler to the task of providing the 
The service first step is to obtain a list of all 
Laboratories therefore control passes to the instance of 
LaboratorioManager through which instances of Laboratory 
retrieves the list and return it backward up the application 
of GUIAnagraficaLaboratorioHandler Now that object 
shall display the list of laboratories received 
the mask on the management of database 
laboratories (for instance GUIAnagraficaLaboratorio) The Operator 
Select from the laboratory to change the active 
Review the register function of the laboratory and 
control passes to the instance of the GUIAnagraficaLaboratorioHandler 
which delegates the task to collect data on the 
laboratory selected to the instance of LaboratorioManager 
The latter by the Laboratory of application shall 
recovery of supplying such data to the instance of 
GUIAnagraficaLaboratorioHandler which in turn is responsible for 
Their view on the mask GUIAnagraficaLaboratorio 
     At this point, the operator confirms the changes made and 
control passes to the instance of GUIAnagraficaLaboratorioHandler 
The delegation which is to store the data in the laboratory 
considered the application of LaboratorioManager latter through 
The body of laboratory provides data to the rescue 
altered passes control to the instance of 
GUIAnagraficaLaboratorioHandler which in turn deals with 
notify success by viewing 
a special message on the screen on the management 
the register of laboratories (for instance 
GUIAnagraficaLaboratorio) This feature has been described ` 
through collaboration diagram of Fig 3 5",0
7.txt,36.txt,"Validation operator 
He works to perform the functions 
                necessary to authenticate an 
                Operator 
                It's Interest to make their 
                validation in order to use the 
                all features available 
                System 
The Operator is not recognized by 
                system 
                Success: The Operator is recognized by  
                system and enabled it 
The operator tries to log on system
1 View the mask 
     for validation 
     of operator
2 Inserts login and password 
3 Confirm data 
4 verify login and 
     identify a password 
     Operator within 
     the S I O 
5 allows access 
6 View the main mask 

Operator cancels the operation 
validation 
   3 1 System: ends the execution of use case with 
          failure 
Validation Failed 
   4 1 System: Show appropriate message 
   4 2 System: take back the execution by 1 point 
          underpinned the fields of the form with data 
          insert by user","Record visit 

     This feature is has been described by 
collaboration diagrams of Fig 3 21 the main scenario: the 
service is started following the explicit request 
The actor part of the operator access to the mask 
main (for instance GUIPrincipale) and there select the function 
The management visits then passes control to the instance of 
GUIPrincipaleHandler which delegates to the instance of 
GUIVisitaHandler the task of providing the service The first step 
is to obtain a list of all visits 
in outpatient therefore control passes to the instance of 
VisiteManager Through an iterative process are the goods 
retrieval of all visits and every step is made in 
as follows: the panel found through VisiteManager 
The body of data on visits to a visit and 
then passes control to the instance of that EsamiManager 
provides through instances of Examination for finding all 
examinations on the same visit This list is passed 
GUIVisitaHandler to the instance of which shall display 
the visits made on the mask on the 
management visits (for instance GUIVisite) The Operator 
select the function visiting placement insert data 
Visit the new and confirms control passes to the application 
GUIVisiteHandler of the delegation which is to enter the 
new visit to the instance of VisiteManager latter through 
Visit the panel and ensure the inclusion of rescue 
data on a new tour and return control application 
GUIVisitaHandler of which in turn is responsible to notify 
success by viewing a 
message in the form of management 
visits (for instance GUIVisita)",0
6.txt,47.txt,"Delete anagrafica doctor 
It allows the operator to delete 
                the anagrafica of a doctor who works 
                at the outpatient 
                He works for the delete of data 
                of anagrafica related to a doctor 
The Operator has been recognized by ` 
                System (See UcValOp) and anagrafica 
                `the doctor is present within the 
                I S O 
The details of the doctor 
                are not modified, remain in 
                This state was before execution
                Success: The  doctor anagrafica is 
                successfully deleted 
The operator activates the execution of 
                delete of the register service 
                Laboratory 
1 View the list of 
      laboratories that are
     in the S I O 
2 Select the doctor which 
                               changing the anagrafica
3 Confirm the selection 
4 View the mask 
     to delete 
     the doctor anagrafica
6 confirm to delete of 
                               doctor 
7 Delete the data 
     about anagrafica of 
     doctor 
Notify 8 that the operation 
     it is `finished with 
     success 
Operator cancels operation 
  3 1 ends the execution of use case with 
   6 1 failure 
   4 1 The mask will contain data about the medical 
          selected so as to allow the operator 
          to examine them in detail before proceeding 
          to delete","Show anagrafica
     The service was launched following the express request 
by the Patient The actor Patient access to the mask 
main (for instance GUIPrincipale) on the management of 
all services provided by the system to the request of patients 
and there select the display of their anagrafica 
Master Control then goes to the instance of 
GUIPrincipaleHandler which delegates to the instance of 
GUIAnagraficaHandler the task of managing the service at this 
Point control is passed to the instance of PazienteManager 
which deals with finding by the panel of the Patient 
Patient data applicant Results are 
sent backward up to the instance of that GUIAnagraficaHandler 
turn is responsible for their display on the screen 
on the management of registries of patients (for instance 
GUIAnagrafica) This feature is was described by 
collaboration diagram of Fig 3 9",0
28.txt,44.txt,"Report examinations 
It allows the operator to have a 
                 report on tests carried out in 
                 reference to visits made in 
                 outpatient 
                 The Operator's interest to have a 
                 report of tests carried out 
The Operator has been recognized by ` 
                 System (See UcValOp) 
The operator activates the execution of 
                 reporting service examinations 
1 View the mask 
     for viewing 
     the reporting of 
     exams 
2 Select the 
                                storm 
3 Confirm your selection 
4 Access to the database and 
     found in the 
     training required 
5 View 
     information obtained 
Operator decides to print 
information 
   5 1 Start printing information 
          displayed 
   5 2 generates the report and sends it to 
          Printer 
Operator cancels the operation 
   3 1 ends the use case with failure 
   2 1 The system displays a list of exams 
          indicating the date prescribed prescription 
          completion date patient medical 
          prescriber diagnosis and laboratory where 
          The examination was carried out is","Cancel Reservation 

     The service was launched following the express request 
by the actor The Operator logs on to form 
on the main section patient (for instance GUIPaziente) 
and there select the elimination of a reservation 
The control then goes to the instance of the GUIPazienteHandler 
which delegates to the instance of the GUIEliminaPrenotazioniHandler 
task of managing the service The request for 
GUIEliminaPrenotazioneHandler delegation application 
PrenotazioniManager is to obtain a list of all 
Reservations from Patient This object through the 
Requests for reservations to ensure retrieval of the list and 
return to the instance of that GUIEliminaPrenotazioneHandler 
turn provides viewing data obtained 
in the mask (for instance GUIEliminaPrenotazione) 
The operator selects from the list by the reservation 
delete and control is passed to the instance of 
GUIEliminaPrenotazioneHandler which the request for delegation 
PrenotazioniManager of completing the transaction The application 
PrenotazioniManager through to the application for reservation shall 
to verify that the sequence is valid even after 
the elimination of reservation 
     Only if so the elimination of reservation 
is completed and will return control 
GUIEliminaPrenotazioneHandler to the instance of which shall 
notify the success of the transaction with a message 
on the screen (for instance GUIEliminaPrenotazione) This 
feature is was described by the collaboration diagram 
Fig 3 of 20",0
30.txt,38.txt,"Plans reservations 
It allows the operator to view and / or 
                 print in tabular form plans 
                 Bookings made for each type 
                 Visit 
                 The Operator's interest to see 
                 and / or print the plans of reservations 
                 made 
The Operator has been recognized by ` 
                 System (See UcValOp) 
The operator activates the execution of 
                 service to view and / or print 
                 Plans reservations 
1 View a mask 
     To view and 
     print plans 
     Reservations 
2 Select the type of 
                                visit 
3 Enable 
4 Access to the database and 
     found in the 
     training required 
5 View 
     information obtained 
Operator decides to print 
information 
   5 1 Start printing information 
          displayed 
   5 2 generates the report and sends it to 
          Printer 
Operator cancels the operation 
   3 1 ends the use case with failure 
   2 1 The types of access that the operator can ""select 
          are: First Visit Day and Hospital Visit 
          Check 
   5 1 for each reservation in this plan 
          Reservations is the name and 
          name of patient","Access section patient performed (by code 
     tax) 
     The service was launched following the express request 
by the actor The Operator logs on to form 
on the management section of the patient (body 
of GUILoginPaziente) insert the tax code that Patient 
has made a request and select the function 
The validation then passes control to the instance of 
GUILoginPazienteHandler which delegates to the instance of 
PazienteManager the task of managing the service this growth 
deals to validate the data entered by using 
The body of the patient outcome is the 
notified backward up to the instance of GUILoginPazienteHandler 
which requires the application of GUIPazienteHandler to enable 
access by the Section Patient 
applicant and that object shall display 
main form (for instance GUIPaziente) This feature is ` 
been described by the sequence diagram of Fig 3 13",0
